"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"75","RT @Pink_About_it: ""Strenth is going to keep us out of nuclear war, I'm not going to be a John Kerry"".

.... Or Obama, or Hillary, or Bush,…",FALSE,0,NA,2018-04-28 23:59:57,FALSE,NA,"990380127149273088",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Philippians4u13",107,TRUE,FALSE,NA,NA
"76","RT @tribelaw: Just the tip of Trump’s iceberg of sheer hypocrisy <U+2B07><U+FE0F> https://t.co/yDbN9FRttP",FALSE,0,NA,2018-04-28 23:59:57,FALSE,NA,"990380126633422848",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","GrowinJo",232,TRUE,FALSE,NA,NA
"77","RT @Education4Libs: I voted for Trump bcuz he wanted to represent ALL Americans, not just a select group.

But the fake news media constant…",FALSE,0,NA,2018-04-28 23:59:57,FALSE,NA,"990380126457114624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","QuiteBigBill",2006,TRUE,FALSE,NA,NA
"78","RT @ryanstruyk: TRUMP: ""We have spent $7 trillion in the Middle East. You know what we have to show for it? Nothing.""",FALSE,0,NA,2018-04-28 23:59:57,FALSE,NA,"990380126276849664",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","rhizomatically",72,TRUE,FALSE,NA,NA
"79","RT @Landon_Lamar: Kanye is off the deep end, Bill Cosby is going to prison, Waffle House ain't safe, Starbucks is full of shit, Flint still…",FALSE,0,NA,2018-04-28 23:59:57,FALSE,NA,"990380126251634688",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","sinatrashley",52628,TRUE,FALSE,NA,NA
"80","RT @KamVTV: And the break out chant at the Trump Rally in Michigan is NOBEL NOBEL NOBEL.... 

This is epic",FALSE,0,NA,2018-04-28 23:59:57,FALSE,NA,"990380126083862530",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","LizCrokin",765,TRUE,FALSE,NA,NA
"81","RT @JohnJHarwood: renowned investigative reporter James Risen, once a Trump-Russia skeptic: “as I’ve dug deeper into the evidence made publ…",FALSE,0,NA,2018-04-28 23:59:57,FALSE,NA,"990380126012616704",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RoyBrentJr",5406,TRUE,FALSE,NA,NA
"82","RT @imgonnatakeanap: This how Donald trump gonna be wearing his yeezy’s https://t.co/IaOT6kLh77",FALSE,0,NA,2018-04-28 23:59:57,FALSE,NA,"990380125999988736",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Wrthy0g",76135,TRUE,FALSE,NA,NA
"83","RT @GeorgeTakei: Trump apparently is trying out his 2020 campaign slogan, “Yes We Klan!”",FALSE,0,NA,2018-04-28 23:59:57,FALSE,NA,"990380125886693376",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","muzikscribe",1020,TRUE,FALSE,NA,NA
"84","So has Trump talked about how he's gonna help Flint yet? #MAGA? #michiganrally",FALSE,18,NA,2018-04-28 23:59:56,FALSE,NA,"990380125668757504",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MatManz",5,FALSE,FALSE,NA,NA
"85","RT @JohnBrennan: Mr. Trump: Your hypocrisy knows no bounds. Jim Clapper is a man of integrity, honesty, ethics, &amp; morality. You are not. Ji…",FALSE,0,NA,2018-04-28 23:59:56,FALSE,NA,"990380125660372992",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","TMctrumpyface",28401,TRUE,FALSE,NA,NA
"86","RT @ChristiChat: I LOVE TRUMP RALLIES! President Trump is in Washington Michigan reminding America why we voted for him and still support h…",FALSE,0,NA,2018-04-28 23:59:56,FALSE,NA,"990380125526089728",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","bigrooster007",589,TRUE,FALSE,NA,NA
"87","RT @SethAbramson: Not only was Trump holding out an economic benefit to Russia beginning with his Papadopoulos-edited speech on April 27, 2…",FALSE,0,NA,2018-04-28 23:59:56,FALSE,NA,"990380125014261761",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","HalloweenBlogs",468,TRUE,FALSE,NA,NA
"88","RT @EdKrassen: According to @RepAdamSchiff, Donald Trump Jr. made a phone call to a unknown number right before the infamous Trump Tower Me…",FALSE,0,NA,2018-04-28 23:59:56,FALSE,NA,"990380124569825280",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Bebe111",1910,TRUE,FALSE,NA,NA
"89","RT @thebradfordfile: ""Strength is going to keep us out of nuclear war. I'm not going to be a John Kerry.""

~ President Donald Trump
<ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8> MAGA…",FALSE,0,NA,2018-04-28 23:59:56,FALSE,NA,"990380124322320384",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MichaelA10247",934,TRUE,FALSE,NA,NA
"90","RT @Nick_Falco: John Brennan- Disgraced Former CIA Director, avowed member of the Communist Party, and sympathizer of the Muslim Brotherhoo…",FALSE,0,NA,2018-04-28 23:59:56,FALSE,NA,"990380124179652608",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","lwall6710",1808,TRUE,FALSE,NA,NA
"91","RT @charliespiering: Crowd chanting “Nobel, Nobel, Nobel!” as Trump brings up North Korea developments",FALSE,0,NA,2018-04-28 23:59:56,FALSE,NA,"990380124074848256",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DavidWeingust",185,TRUE,FALSE,NA,NA
"92","RT @SethAbramson: So when Papadopoulos told Trump on March 31, 2016—and/or ten days before—that Putin wanted a meeting, which is informatio…",FALSE,0,NA,2018-04-28 23:59:56,FALSE,NA,"990380124062273536",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Kate_Chase",142,TRUE,FALSE,NA,NA
"93","RT @kylegriffin1: At least 4 people say they’ve been threatened during disputes with Trump.

“If you keep fucking with Mr. Trump, we know w…",FALSE,0,NA,2018-04-28 23:59:56,FALSE,NA,"990380124028784641",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Redhead_Tam",5806,TRUE,FALSE,NA,NA
"94","RT @EdKrassen: According to @RepAdamSchiff, Donald Trump Jr. made a phone call to a unknown number right before the infamous Trump Tower Me…",FALSE,0,NA,2018-04-28 23:59:56,FALSE,NA,"990380123894366208",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DellaCooper3",1910,TRUE,FALSE,NA,NA
"95","RT @RustyBradley74: He was not my first pick. Nor my 2nd. There are things I don’t like about him. 
It doesn’t matter. #Trump #Resist #TheR…",FALSE,0,NA,2018-04-28 23:59:56,FALSE,NA,"990380123881959425",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","MichaelFSantoro",2,TRUE,FALSE,NA,NA
"96","RT @thebradfordfile: Another massive rally in MAGA Michigan. Sure beats the #FakeProm.

TRUMP LOVES WINNING.
TRUMP LOVES MAGA.
TRUMP LOVES…",FALSE,0,NA,2018-04-28 23:59:56,FALSE,NA,"990380123483529216",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","babelfishnyc",848,TRUE,FALSE,NA,NA
"97","RT @AhmedBaba_: In Michigan, Trump claims the EU was created to take advantage of the US

Then says he doesn’t blame Xi Jinping or Shinzo A…",FALSE,0,NA,2018-04-28 23:59:56,FALSE,NA,"990380123063967744",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","MargiNowak",161,TRUE,FALSE,NA,NA
"98","RT @charliekirk11: Today is one of those days I am just so thankful Donald Trump is President of the greatest country ever to exist",FALSE,0,NA,2018-04-28 23:59:56,FALSE,NA,"990380122959163393",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Juan_C_Quijano",2844,TRUE,FALSE,NA,NA
"99","Satellite feed to Trump's rally just went out on Fox lol",FALSE,11,NA,2018-04-28 23:59:56,FALSE,NA,"990380122720079873",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","scully_sullivan",0,FALSE,FALSE,NA,NA
"100","RT @dcexaminer: Trump on the border: ""We have the worst laws anywhere in the world."" https://t.co/Y6LIuWrxMC",FALSE,0,NA,2018-04-28 23:59:56,FALSE,NA,"990380122678153217",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Charlie_Edward",41,TRUE,FALSE,NA,NA
"101","RT @CattHarmony: I'm really sick of the Dems maliciously ruining people's reputations only because of their own unhinged Trump-hate. https:…",FALSE,0,NA,2018-04-28 23:59:56,FALSE,NA,"990380122535546880",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","birdiebise",304,TRUE,FALSE,NA,NA
"102","Donald Trump had a MAGA rally today, What did u expect? 

Annual holiday in Boston https://t.co/bxTwEgZ5fF",FALSE,0,NA,2018-04-28 23:59:56,FALSE,NA,"990380122057445377",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RaptorsOG",0,FALSE,FALSE,NA,NA
"103","RT @GeorgeTakei: Trump apparently is trying out his 2020 campaign slogan, “Yes We Klan!”",FALSE,0,NA,2018-04-28 23:59:56,FALSE,NA,"990380121726038016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MartaMadero",1020,TRUE,FALSE,NA,NA
"104","RT @trilllizard666: i like jp artists

not only do they draw killer abs, good penis and titty bigger than my head but there's like

no disc…",FALSE,0,NA,2018-04-28 23:59:55,FALSE,NA,"990380121398722560",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","AriffRumyZD",1553,TRUE,FALSE,NA,NA
"105","RT @charliekirk11: Today is one of those days I am just so thankful Donald Trump is President of the greatest country ever to exist",FALSE,0,NA,2018-04-28 23:59:55,FALSE,NA,"990380120803168257",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","DDsaywhat",2844,TRUE,FALSE,NA,NA
"106","RT @Feisty_FL: Nancy Pelosi and her gang are at the #WhiteHouseCorrespondentsDinner 
President Trump is in #Michigan at a #TrumpRally
Yet t…",FALSE,0,NA,2018-04-28 23:59:55,FALSE,NA,"990380120593575941",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","FrogOfKek",223,TRUE,FALSE,NA,NA
"107","RT @charliespiering: “They formed to take advantage of the United States” Trump says about the European Union",FALSE,0,NA,2018-04-28 23:59:55,FALSE,NA,"990380120580947968",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","Mauhdeeb",203,TRUE,FALSE,NA,NA
"108","RT @tribelaw: Just the tip of Trump’s iceberg of sheer hypocrisy <U+2B07><U+FE0F> https://t.co/yDbN9FRttP",FALSE,0,NA,2018-04-28 23:59:55,FALSE,NA,"990380120450924544",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","estellelevenda1",232,TRUE,FALSE,NA,NA
"109","Is the end of Trump's presidency near? | Opinion https://t.co/hG7gUdHLS9",FALSE,0,NA,2018-04-28 23:59:55,FALSE,NA,"990380120404721665",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","FUNNAGAN",0,FALSE,FALSE,NA,NA
"110","RT @RyanAFournier: President Trump is killing this #TrumpRally! #MAGA <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",FALSE,0,NA,2018-04-28 23:59:55,FALSE,NA,"990380119876304896",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Citizen202",1067,TRUE,FALSE,NA,NA
"111","@CNNPolitics Rich white people are the problem with America. I prefer a little color in my life. #Trump",FALSE,1,"CNNPolitics",2018-04-28 23:59:55,FALSE,"990375797985894400","990380119779954688","13850422","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","tmdimy",0,FALSE,FALSE,NA,NA
"112","@Monkeycone @fantasticlegs @DarLynne21 @Elizabe86885758 @CristinaKovacs2 @Ross__Mackenzie @getontherightsi… https://t.co/emv99bTEDa",FALSE,0,"Monkeycone",2018-04-28 23:59:55,TRUE,"990339249517092869","990380119767371776","442222879","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","airwolf21",0,FALSE,FALSE,NA,NA
"113","RT @1776Stonewall: Nobody is better in front of a crowd than President Trump. Great to see true Americans, who love their country and what…",FALSE,0,NA,2018-04-28 23:59:55,FALSE,NA,"990380119733821441",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","mrshobbs58",1383,TRUE,FALSE,NA,NA
"114","RT @perfectsliders: #CNN released an article that read:""Trump's wall could cost an estimated $120 - $150 per household."" My questions: Do I…",FALSE,0,NA,2018-04-28 23:59:55,FALSE,NA,"990380119448543233",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","BenB388",589,TRUE,FALSE,NA,NA
"115","RT @RVAwonk: Trump kicked off his rally in Michigan by rehashing his electoral college victory. 

The election was 535 days ago.",FALSE,0,NA,2018-04-28 23:59:55,FALSE,NA,"990380119272325122",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","shortreddog",830,TRUE,FALSE,NA,NA
"116","RT @MichaelAvenatti: Champagne bottle pops open.

Mr. Cohen: “See, I came through again re Stormy with a delay this time. Isn’t that incred…",FALSE,0,NA,2018-04-28 23:59:55,FALSE,NA,"990380119251456000",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","ricmalla",5746,TRUE,FALSE,NA,NA
"117","RT @imgonnatakeanap: This how Donald trump gonna be wearing his yeezy’s https://t.co/IaOT6kLh77",FALSE,0,NA,2018-04-28 23:59:55,FALSE,NA,"990380119138230272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Brianna__CM",76135,TRUE,FALSE,NA,NA
"118","#AvengersInfinityWar happened and I’m still waiting patiently for Trump to speak publicly about all the heroes we l… https://t.co/J1KMO5PUrH",FALSE,0,NA,2018-04-28 23:59:55,TRUE,NA,"990380118781628416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Amanda_Hacker",0,FALSE,FALSE,NA,NA
"119","RT @brhodes: Every taunt back and forth between Trump and Kim Jong Un makes deescalation and diplomacy less possible.",FALSE,0,NA,2018-04-28 23:59:55,FALSE,NA,"990380118282571777",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","tsconiers1",758,TRUE,FALSE,NA,NA
"120","RT @RealJack: South Korean President Moon said without President Trump, the peace negotiations and end of unrest on the Korean Peninsula wo…",FALSE,0,NA,2018-04-28 23:59:55,FALSE,NA,"990380118261592064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KathleenRahn",939,TRUE,FALSE,NA,NA
"121","RT @tonyposnanski: Yes Donald Trump just got thousands to boo a national event honoring the First Amendment.",FALSE,0,NA,2018-04-28 23:59:55,FALSE,NA,"990380118077050882",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","FocusOnQuality",199,TRUE,FALSE,NA,NA
"122","RT @L0gg0l: TRUMP SAYS NORTH KOREA SUMMIT COULD HAPPEN AS EARLY AS IN 3-4 WEEKS",FALSE,0,NA,2018-04-28 23:59:55,FALSE,NA,"990380118047682560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","ELINTNews",18,TRUE,FALSE,NA,NA
"123","@IamGMJohnson Miley sweetie I’m so sorry that he’s comparing you to that trump supporter",FALSE,0,"IamGMJohnson",2018-04-28 23:59:54,FALSE,"989359081059241984","990380116684541953","225970038","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","was_malibucyrus",0,FALSE,FALSE,NA,NA
"124","RT @HuffPost: ""I am a lawyer, and I am an informant,"" says the Russian woman who met with Jared Kushner and Donald Trump Jr. in 2016. https…",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380116562857985",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","KimTompkins14",171,TRUE,FALSE,NA,NA
"125","RT @ALT_uscis: Trump right before I changed the channel, took ALL THE CREDIT for the north and South Korea peace... https://t.co/k4safl2Sxc",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380116198002688",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","niaganora",9,TRUE,FALSE,NA,NA
"126","@OhNoSheTwitnt Second annual most Trump move ever",FALSE,0,"OhNoSheTwitnt",2018-04-28 23:59:54,FALSE,"990378875862609920","990380116193828865","149249831","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","theJoeBiz",0,FALSE,FALSE,NA,NA
"127","RT @ALT_uscis: trump is addressing the economic critical problem that is: Cattle export.... he is going on and on and on about cattle",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380115979882496",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Hapjamlaw",8,TRUE,FALSE,NA,NA
"128","RT @kylegriffin1: Trump now claims that Natalia Veselnitskaya is only saying she's an ""informant"" with ties to the Kremlin because Putin re…",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380115598237697",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","__LittleBuddy",2073,TRUE,FALSE,NA,NA
"129","RT @Pajjr2016: Michigan

LET's remember what an indecent POS trump is https://t.co/hvsYPuL7Nr",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380115484971009",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","ablnk",269,TRUE,FALSE,NA,NA
"130","RT @bobcesca_go: Red Hats applauding Trump as he describes allowing guest workers to come into the country. Weird. I don't think they under…",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380115363119104",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","liberallisa",119,TRUE,FALSE,NA,NA
"131","RT @maggieNYT: Trump, who spent years intimating that Barack Obama’s birthplace was actually Kenya and who threatens “tapes” against others…",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380115342245889",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","schwanderer",2601,TRUE,FALSE,NA,NA
"132","RT @TheRISEofROD: ""Kanye understands that there's a lot of positive things that @POTUS is doing.""<ed><U+00A0><U+00BD><ed><U+00B1><U+008F>
 - @DrDarrinPorcher

Kanye is a free thi…",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380115279298560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Kimbo4Prez",536,TRUE,FALSE,NA,NA
"133","Fox cuts off THE TRUMP ,Hahaha https://t.co/vY3sB4x97C",FALSE,2,NA,2018-04-28 23:59:54,FALSE,NA,"990380115182936064",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","XsteveZX",0,FALSE,FALSE,NA,NA
"134","RT @SethAbramson: It was a ""win-win-win"" for Putin:

1) Clinton wins; Putin blackmails the GOP with evidence of conspiracy to make the GOP…",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380115141038080",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","beyondnothing74",330,TRUE,FALSE,NA,NA
"135","RT @waltshaub: Trump just accused his own intelligence agencies of colluding with the Russians: ""The only collusion is the Democrats with t…",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380114939727872",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","kiddowah13",3319,TRUE,FALSE,NA,NA
"136","RT @waltshaub: Trump just accused his own intelligence agencies of colluding with the Russians: ""The only collusion is the Democrats with t…",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380114859970560",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","lucyimperial",3319,TRUE,FALSE,NA,NA
"137","@BettyBowers It appears in was only Trump who was hitting the bong at this “Joint” press conference.",FALSE,0,"BettyBowers",2018-04-28 23:59:54,FALSE,"989935870861029376","990380114801131520","46775436","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","AngusMacKeith",0,FALSE,FALSE,NA,NA
"138","RT @RyanAFournier: President Trump is killing this #TrumpRally! #MAGA <ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8><ed><U+00A0><U+00BC><ed><U+00B7><U+00BA><ed><U+00A0><U+00BC><ed><U+00B7><U+00B8>",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380114696425472",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","dude_america",1067,TRUE,FALSE,NA,NA
"139","RT @CRG_CRM: Russia and China Slam Trump-Macron Push to Renegotiate Iran Deal https://t.co/ctnsjK6Z82 https://t.co/c1bnWtlsnb",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380114570555392",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Lite</a>","enrirosasdiaz",13,TRUE,FALSE,NA,NA
"140","RT @KAmericangirl: I could listen to President Trump ALL DAY! #TrumpRally #Trump2020 #LoveMyPresident",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380114478166016",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DiannaTrump",7,TRUE,FALSE,NA,NA
"141","RT @MichaelDelauzon: TODAY! 7pm ET
PRESIDENT TRUMP RALLY
From Washington, Michigan
Live coverage on Fox News Channel or using your online d…",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380114448826368",NA,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","Chickapea60",77,TRUE,FALSE,NA,NA
"142","RT @politvidchannel: Trump Said in Michigan rally 

“We Will Build The Wall“

He should Have Said Taxpayers Are Paying For It",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380114407051265",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","MaryKeithBare1",47,TRUE,FALSE,NA,NA
"143","RT @Sassafras_Knob: #TrumpRally Imagine how much more he'd be accomplishing if the #DeepState #NeverTrumpers and #Democrat #Obstructionist…",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380114226569216",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","DiannaTrump",8,TRUE,FALSE,NA,NA
"144","RT @thehill: Ex-CIA chief rips Trump: ""You diminish the Office of the Presidency"" https://t.co/DyYZfT2GZT https://t.co/FnHY6YJ36t",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380114029539329",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","mmesenora1",1009,TRUE,FALSE,NA,NA
"145","RT @thehill: Ex-CIA chief rips Trump: ""You diminish the Office of the Presidency"" https://t.co/DyYZfT2GZT https://t.co/FnHY6YJ36t",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380113996009472",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","CaroliMendez3",1009,TRUE,FALSE,NA,NA
"146","In one breath, Trump just went from us getting taken advantage of in the Middle East with $7 Trillion spent and not… https://t.co/rPUnmiqfdN",FALSE,0,NA,2018-04-28 23:59:54,TRUE,NA,"990380113958178816",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","JMauro28",0,FALSE,FALSE,NA,NA
"147","RT @anamariecox: Trump just claimed to have gotten a “Republican of the year” award from some group? “Many years ago” — when he was a Democ…",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380113698181120",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","_Orwell",17,TRUE,FALSE,NA,NA
"148","Trump defends Ronny Jackson, calls for Sen. Tester to resign https://t.co/FnNWJFxtOt",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380113580711936",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","jw3778_jw",0,FALSE,FALSE,NA,NA
"149","RT @TheOnion: Publicist Worried Kanye West’s Support Of Trump Will Damage His Carefully Crafted Public Image As A Manic Self-Absorbed Lunat…",FALSE,0,NA,2018-04-28 23:59:54,FALSE,NA,"990380113576546304",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","NounouBby",7479,TRUE,FALSE,NA,NA
"150","@joncoopertweets The ""Trump effect"" of the rise of White Nationalist, KKK, Neo-Nazi fascism, is fueled by the Russi… https://t.co/Ki2nGvgeDD",FALSE,0,"joncoopertweets",2018-04-28 23:59:54,TRUE,"990204324205793280","990380113547083777","27493883","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","frederickhiller",0,FALSE,FALSE,NA,NA
